ep_returns,ep_lens
17.601854171164536,44.85981308411215
16.912945160895337,43.63636363636363
16.217687912556343,43.24324324324324
17.503669695275363,43.63636363636363
16.865196586293877,42.47787610619469
16.227492178206706,42.857142857142854
16.959906920762823,42.10526315789474
17.078858427866876,42.47787610619469
16.240411367675197,43.63636363636363
17.53720411554315,44.44444444444444
16.64255377187522,43.63636363636363
16.851715046808888,43.24324324324324
17.90448671657217,44.44444444444444
16.297485880945803,42.10526315789474
16.03910475881852,41.37931034482759
17.003591677664833,41.73913043478261
17.217953196348905,41.73913043478261
16.91686738186697,44.03669724770642
17.54970502483861,42.47787610619469
17.06488120152939,42.47787610619469
16.781058110818954,41.37931034482759
17.291649004218282,42.47787610619469
16.96950890640169,42.47787610619469
18.507598353538462,45.714285714285715
16.69785194081125,41.02564102564103
16.003756257963612,39.66942148760331
17.213413908804583,41.73913043478261
16.970585910204647,41.73913043478261
16.440301279067803,41.73913043478261
17.05592449686904,41.73913043478261
17.36395890127471,41.73913043478261
18.2460768066015,43.24324324324324
18.757976146089188,43.24324324324324
17.986238329070485,41.73913043478261
19.149476870916647,45.283018867924525
17.46074709770308,42.857142857142854
17.712057759779874,43.24324324324324
18.042615137886443,44.03669724770642
17.89055907748103,44.03669724770642
19.70125505483516,44.44444444444444
19.005432897836762,43.63636363636363
19.0225647874719,43.63636363636363
18.72525547080276,44.03669724770642
18.394782830173558,42.10526315789474
18.123625677851653,44.85981308411215
18.890948408328,44.03669724770642
19.229792365190683,44.03669724770642
18.291338480697288,43.24324324324324
18.197854494155607,42.47787610619469
18.077605991030413,42.857142857142854
17.459787210668445,41.73913043478261
18.597600566673137,41.73913043478261
18.92478530085809,43.63636363636363
19.19126601301479,43.24324324324324
18.719481039574003,43.24324324324324
19.379113822783495,42.857142857142854
18.93758460479988,44.44444444444444
17.76153305512472,41.73913043478261
18.86549717187814,44.44444444444444
18.36399718709144,44.03669724770642
19.374064800908464,45.283018867924525
19.58263380209838,43.24324324324324
19.579578009978636,44.85981308411215
20.086421511954317,45.714285714285715
19.788303482027818,45.283018867924525
18.95397739048533,44.03669724770642
18.980222545434525,45.283018867924525
19.23939760245948,43.24324324324324
19.837094504329812,45.283018867924525
18.950306153265622,43.63636363636363
20.625167404147284,46.15384615384615
18.82730009049194,43.63636363636363
20.625523561937808,45.714285714285715
20.297732130738357,44.85981308411215
20.54513588583484,46.15384615384615
19.76777087413639,46.15384615384615
19.514863013483094,44.44444444444444
19.181235271502725,45.714285714285715
20.503093000324146,46.601941747572816
20.051194510737858,44.85981308411215
20.41199431136425,46.601941747572816
20.752368392844296,47.524752475247524
20.006290668199746,45.714285714285715
20.76978298954096,45.283018867924525
20.561949989993128,47.05882352941177
21.120670886043552,45.714285714285715
20.97034649452435,47.524752475247524
19.317165761390157,46.601941747572816
20.396197458294296,45.714285714285715
20.75912398581293,46.15384615384615
21.42817632622082,46.15384615384615
20.8738237276116,46.601941747572816
20.806936697348224,47.05882352941177
21.25017536867937,48.0
21.672866440289564,46.601941747572816
20.786974773035045,47.05882352941177
19.26925546551369,45.714285714285715
21.72521485432794,47.524752475247524
22.382303164435974,50.526315789473685
20.870743391031848,44.85981308411215
21.86888202957989,47.05882352941177
21.69643015702068,50.526315789473685
20.58642306314227,47.05882352941177
21.640412716424965,47.524752475247524
21.891929886558657,48.97959183673469
20.87441596366645,45.283018867924525
21.83178213920827,48.0
21.682867063061128,49.48453608247423
22.29046241119486,48.97959183673469
21.370965154921613,48.0
22.240317110456644,49.48453608247423
21.40389463124262,50.526315789473685
21.58732741912669,48.484848484848484
21.88311564797978,50.0
23.143799247982944,52.747252747252745
22.37938013231622,51.06382978723404
22.993806679550094,52.747252747252745
24.53071731288177,52.17391304347826
21.966434487928694,50.526315789473685
21.465376726812302,50.526315789473685
21.275193863334316,49.48453608247423
22.67048289270618,51.61290322580645
22.205412258939198,50.526315789473685
23.059267891740504,50.526315789473685
22.606885300858632,51.61290322580645
22.75821613028989,50.526315789473685
23.499779302829285,50.0
21.663450319956347,50.526315789473685
21.615744500434428,51.06382978723404
22.567808727450032,50.0
22.565654392149096,52.17391304347826
22.034839454504798,51.61290322580645
24.072930482192856,51.06382978723404
23.120682575458364,50.526315789473685
25.26423251697745,54.54545454545455
21.888002678911356,50.526315789473685
21.767625707440516,50.526315789473685
22.445023318049522,52.17391304347826
21.568592086880898,48.97959183673469
21.224194991806463,48.97959183673469
21.82523599032378,50.0
22.641850694064424,50.526315789473685
21.151927700995824,48.0
23.634785883443442,52.17391304347826
23.376774404844877,53.93258426966292
22.86122547678991,50.0
22.4576900236795,50.526315789473685
24.052834937194906,50.0
24.493654181427978,52.17391304347826
24.74709147536033,53.93258426966292
22.782769695327048,51.06382978723404
23.217088492299368,52.17391304347826
23.34784888461609,52.17391304347826
22.560629889352697,51.06382978723404
23.110424216703763,52.17391304347826
22.286368222869612,51.06382978723404
25.196146320407564,53.93258426966292
24.997843295002006,54.54545454545455
23.17560677301662,52.17391304347826
24.26020200143835,53.333333333333336
23.339927586664494,52.17391304347826
24.249512294367932,52.747252747252745
24.943410403588132,53.93258426966292
25.020550161984186,53.333333333333336
23.67398907512634,52.17391304347826
24.30598450537797,51.06382978723404
25.22154396801918,53.333333333333336
23.668860735455024,53.93258426966292
25.30470770740871,57.142857142857146
23.193604125139085,52.747252747252745
24.502792279067886,54.54545454545455
26.29114549373153,55.81395348837209
24.994187457270908,57.142857142857146
25.935579732590462,55.81395348837209
26.3717728561729,57.83132530120482
24.79371918361337,55.81395348837209
24.502338351692494,53.93258426966292
24.69392381947912,55.172413793103445
26.13361362211057,56.470588235294116
25.07417337469622,54.54545454545455
25.791300482514263,55.172413793103445
24.906168482085302,55.172413793103445
25.687927954062776,56.470588235294116
24.235858201185522,53.333333333333336
25.7448498246128,56.470588235294116
27.109092466593633,59.25925925925926
24.96985459303448,56.470588235294116
24.695657760214303,55.81395348837209
26.342973662044397,57.142857142857146
26.970306354594914,61.53846153846154
25.543286048435498,56.470588235294116
27.315863364076876,61.53846153846154
24.865274266422972,55.172413793103445
27.35398561729487,60.0
26.47221463600582,57.83132530120482
24.864426364145324,58.53658536585366
26.90721133088963,59.25925925925926
28.757090871948975,63.1578947368421
25.67299329080123,58.53658536585366
27.768612535740555,60.0
27.47013473066998,60.0
28.026214103454148,60.75949367088607
28.72209612318789,64.0
28.22389577371613,60.0
29.06880663194852,63.1578947368421
26.66177705806294,59.25925925925926
27.39904915811871,60.75949367088607
28.413650004172137,60.75949367088607
26.745555447379694,61.53846153846154
26.614307025616945,59.25925925925926
26.89440335353408,60.75949367088607
26.450855539871277,60.75949367088607
29.45283069061068,63.1578947368421
28.26282867521586,63.1578947368421
27.246404865527843,60.0
27.632671741730185,60.75949367088607
26.949516686797875,60.0
26.461499062209775,60.0
27.340107217514277,63.1578947368421
26.694478087010218,60.75949367088607
29.365001077217475,64.0
30.17351648162401,68.57142857142857
28.30858265215168,61.53846153846154
29.493926941804016,65.75342465753425
27.89243333134056,63.1578947368421
28.195040689957874,64.86486486486487
29.808746994751065,67.6056338028169
29.14047461062117,65.75342465753425
28.967160075627238,65.75342465753425
30.224163603056777,67.6056338028169
28.92130119565361,65.75342465753425
28.466699605256107,61.53846153846154
28.821885057502037,65.75342465753425
29.524338971469824,65.75342465753425
29.18327748414107,65.75342465753425
29.280878789879015,65.75342465753425
30.26518249155447,66.66666666666667
30.339148855011793,69.56521739130434
30.810399015661137,68.57142857142857
30.856422970871073,67.6056338028169
29.35206178307013,67.6056338028169
30.67618810698611,66.66666666666667
30.475161561665686,65.75342465753425
28.868790852122554,64.86486486486487
30.807130285505423,69.56521739130434
29.93018260841507,70.58823529411765
30.206376728930692,66.66666666666667
28.70360402560241,64.86486486486487
29.790315961753826,66.66666666666667
30.08730707824219,68.57142857142857
31.456792553859824,68.57142857142857
30.420335947141325,66.66666666666667
32.33688060005398,72.72727272727273
30.098634380784585,69.56521739130434
31.20523173991973,68.57142857142857
30.356590549943107,68.57142857142857
31.77649598960613,69.56521739130434
31.245612640145556,70.58823529411765
31.552464170159247,72.72727272727273
29.767440316449033,66.66666666666667
30.78245292495023,68.57142857142857
31.04638711061535,69.56521739130434
31.3988664952035,68.57142857142857
28.142395320174277,68.57142857142857
33.33019760869273,73.84615384615384
32.18319610267044,73.84615384615384
30.70917341137365,65.75342465753425
30.499552671702194,68.57142857142857
30.007083532259042,69.56521739130434
31.573598936807944,71.64179104477611
32.44859323293666,70.58823529411765
31.150408572993342,69.56521739130434
29.974401041667956,68.57142857142857
32.29127388437227,69.56521739130434
31.167079340759713,72.72727272727273
31.8442061619692,71.64179104477611
29.921283839594395,67.6056338028169
31.314255869587473,70.58823529411765
29.80290442829409,67.6056338028169
30.011210877990155,67.6056338028169
32.23553374275594,73.84615384615384
31.849849167797576,73.84615384615384
31.713314867035265,70.58823529411765
33.235053824831965,75.0
33.315717060228685,76.19047619047619
30.38130835772948,70.58823529411765
30.272573250598143,70.58823529411765
32.27832380002655,73.84615384615384
32.53873923179459,70.58823529411765
32.64549653023468,73.84615384615384
35.23614164537734,76.19047619047619
34.96163734202179,75.0
32.30256835967264,73.84615384615384
33.61820853765943,72.72727272727273
34.937984243893624,76.19047619047619
33.763562927865195,73.84615384615384
31.47786961898834,72.72727272727273
32.407266811417934,73.84615384615384
35.060849861749105,76.19047619047619
33.27068319151757,73.84615384615384
31.739840797522863,69.56521739130434
36.08762216817505,77.41935483870968
34.79011813475206,76.19047619047619
31.31569014317083,71.64179104477611
32.655550916531176,75.0
32.865985399716116,71.64179104477611
32.20473239502295,70.58823529411765
34.45405935714113,72.72727272727273
30.16950029790345,69.56521739130434
33.88756896728301,77.41935483870968
32.9048354866721,75.0
33.650628359124205,71.64179104477611
33.19933210375947,75.0
33.820701990104176,72.72727272727273
32.1601044144333,72.72727272727273
35.677783411162316,78.68852459016394
33.39824902269292,75.0
34.49481907006132,77.41935483870968
33.130337103013304,75.0
34.46807388694106,77.41935483870968
31.249345088519355,71.64179104477611
33.63756610781047,72.72727272727273
32.23389951517823,72.72727272727273
34.85063192695732,76.19047619047619
33.47520960118979,76.19047619047619
33.5124171482128,76.19047619047619
33.14611053977365,73.84615384615384
33.64436351307902,75.0
34.29100473611059,76.19047619047619
36.056664112606825,81.35593220338983
34.184931249061876,76.19047619047619
37.639070746476804,84.21052631578948
35.05008837419055,76.19047619047619
35.69024020747166,80.0
33.701055488327995,77.41935483870968
36.07176279323182,82.75862068965517
31.728030168887084,71.64179104477611
33.430358455583175,78.68852459016394
33.81272739004068,75.0
38.940101762886286,84.21052631578948
34.91814985962239,80.0
33.71407081490412,81.35593220338983
37.29625408502743,82.75862068965517
37.87480184960813,87.27272727272727
35.988028957307826,80.0
36.68390525206216,82.75862068965517
39.798013423273005,90.56603773584905
35.76524889178112,77.41935483870968
35.0313730571889,77.41935483870968
38.86764727570301,85.71428571428571
35.359218885278516,78.68852459016394
35.2401330892612,81.35593220338983
39.055136473192505,84.21052631578948
35.01073457808247,82.75862068965517
38.58525505515452,85.71428571428571
37.64881175777069,82.75862068965517
36.49310827159697,78.68852459016394
39.902029579876775,90.56603773584905
39.34461749057833,90.56603773584905
37.86176042599599,85.71428571428571
37.48121891200456,81.35593220338983
36.35727274057211,84.21052631578948
38.03175551570897,88.88888888888889
38.634706985560875,88.88888888888889
38.34889057333976,82.75862068965517
35.258292651043305,80.0
39.60911620368628,88.88888888888889
35.74517317607993,81.35593220338983
41.16690825316933,90.56603773584905
37.62917124614134,88.88888888888889
38.11929182332542,85.71428571428571
40.70862654041566,90.56603773584905
37.33264528958866,84.21052631578948
36.272266815661844,80.0
35.45056955232559,81.35593220338983
35.36629395065061,78.68852459016394
35.71378175770663,81.35593220338983
37.32345651711875,81.35593220338983
39.787077738906426,87.27272727272727
39.06789550715905,87.27272727272727
37.50738318731176,82.75862068965517
41.410756299064936,88.88888888888889
37.76284699479957,87.27272727272727
38.00453710995793,90.56603773584905
38.02606921902736,85.71428571428571
37.24516807677984,84.21052631578948
41.58991849530012,88.88888888888889
38.67298393583522,88.88888888888889
35.44618588644674,81.35593220338983
39.759176285759715,87.27272727272727
36.839642750356624,81.35593220338983
38.17038976930657,84.21052631578948
38.74183818866362,85.71428571428571
38.15855207286699,85.71428571428571
39.03987789983421,88.88888888888889
36.772095671451275,82.75862068965517
40.1480313952125,90.56603773584905
40.061587170085296,87.27272727272727
35.64404691430019,81.35593220338983
36.993599915248325,84.21052631578948
39.72496516012986,85.71428571428571
38.79299710788184,90.56603773584905
39.66272031556653,90.56603773584905
41.20629858390708,92.3076923076923
41.110163470497305,90.56603773584905
40.13417800251308,88.88888888888889
40.34123299887255,87.27272727272727
36.93874524789081,82.75862068965517
40.92364381336958,90.56603773584905
40.495589408116466,88.88888888888889
38.50656840833236,85.71428571428571
37.083078478404076,88.88888888888889
38.468087673648505,84.21052631578948
36.56141354633302,81.35593220338983
39.45110019722962,88.88888888888889
35.65817819661834,81.35593220338983
41.800642437880825,90.56603773584905
38.232264849785494,87.27272727272727
